time_us,pwm,pos
2840920,-225,-278.0
2850924,-225,-287.0
2860924,-225,-297.0
2870928,-225,-307.0
2880936,-225,-317.0
2890940,-225,-327.0
2900940,-225,-337.0
2910944,-225,-347.0
2920944,-225,-357.0
2930944,-225,-367.0
2940944,-225,-377.0
2950948,-225,-388.0
2960952,-225,-398.0
2970960,-225,-408.0
2980960,-225,-418.0
2990964,-225,-428.0
3000964,-225,-438.0
3010972,-225,-448.0
3020976,-225,-458.0
3030976,-225,-468.0
3040984,-225,-478.0
3050984,-225,-489.0
3060984,-225,-499.0
3070988,-225,-509.0
3080992,-225,-519.0
3090992,-225,-529.0
3100992,-225,-539.0
3110996,-225,-549.0
3121000,-225,-559.0
3131004,-225,-569.0
3141008,-225,-580.0
3151012,-225,-590.0
3161016,-225,-600.0
3171020,-225,-610.0
3181020,-225,-620.0
3191024,-225,-630.0
3201032,-225,-640.0
3211032,-225,-650.0
3221036,-225,-660.0
3231040,-225,-670.0
3241044,-225,-681.0
3251044,-225,-691.0
3261048,-225,-701.0
3271048,-225,-711.0
3281052,-225,-721.0
3291052,-225,-731.0
3301056,-225,-741.0
3311060,-225,-751.0
3321064,-225,-761.0
3331068,-225,-772.0
3341068,-225,-782.0
3351072,-225,-792.0
3361080,-225,-802.0
3371080,-225,-812.0
3381084,-225,-822.0
3391084,-225,-832.0
3401092,-225,-842.0
3411104,-225,-853.0
3421108,-225,-863.0
3431112,-225,-873.0
3441124,-225,-883.0
3451132,-225,-893.0
3461136,-225,-903.0
3471136,-225,-913.0
3481140,-225,-923.0
3491140,-225,-933.0
3501144,-76,-944.0
3511148,-76,-952.0
3521156,-76,-959.0
3531156,-76,-965.0
3541164,-76,-969.0
3551172,-76,-974.0
3561180,-76,-977.0
3571188,-76,-981.0
3581192,-76,-984.0
3591200,-76,-988.0
3601208,-76,-991.0
3611216,-76,-995.0
3621216,-76,-998.0
3631224,-76,-1001.0
3641228,-76,-1005.0
3651228,-76,-1008.0
3661228,-76,-1012.0
3671232,-76,-1015.0
3681232,-76,-1018.0
3691240,-76,-1022.0
3701248,-76,-1025.0
3711248,-76,-1028.0
3721256,-76,-1032.0
3731264,-76,-1035.0
3741272,-76,-1038.0
3751272,-76,-1042.0
3761272,-76,-1045.0
3771280,-76,-1049.0
3781284,-76,-1052.0
3791288,-76,-1055.0
3801296,-76,-1059.0
3811304,-76,-1062.0
3821312,-76,-1065.0
3831320,-76,-1069.0
3841324,-76,-1072.0
3851328,-76,-1075.0
3861336,-76,-1079.0
3871344,-76,-1082.0
3881348,-76,-1085.0
3891352,-76,-1089.0
3901360,-76,-1092.0
3911360,-76,-1096.0
3921360,-76,-1099.0
3931360,-76,-1102.0
3941368,-76,-1106.0
3951376,-76,-1109.0
3961384,-76,-1112.0
3971388,-76,-1116.0
3981396,-76,-1119.0
3991404,-76,-1122.0
4001412,-76,-1126.0
4011412,-76,-1129.0
4021420,-76,-1132.0
4031428,-76,-1136.0
4041436,-76,-1139.0
4051444,-76,-1143.0
4061444,-76,-1146.0
4071444,-76,-1149.0
4081452,-76,-1153.0
4091460,-76,-1156.0
4101460,-76,-1159.0
4111468,-76,-1163.0
4121472,-76,-1166.0
4131472,-76,-1169.0
4141472,-76,-1173.0
4151480,-76,-1176.0
4161488,-76,-1179.0
4171492,-76,-1183.0
4181492,-76,-1186.0
4191492,-76,-1190.0
4201500,-169,-1193.0
4211504,-169,-1197.0
4221512,-169,-1203.0
4231520,-169,-1209.0
4241524,-169,-1216.0
4251528,-169,-1223.0
4261532,-169,-1230.0
4271532,-169,-1238.0
4281536,-169,-1245.0
4291540,-169,-1253.0
4301544,-169,-1260.0
4311548,-169,-1268.0
4321548,-169,-1275.0
4331552,-169,-1283.0
4341556,-169,-1290.0
4351560,-169,-1298.0
4361560,-169,-1306.0
4371564,-169,-1313.0
4381568,-169,-1321.0
4391572,-169,-1328.0
4401572,-169,-1336.0
4411576,-169,-1343.0
4421580,-169,-1351.0
4431584,-169,-1359.0
4441592,-169,-1366.0
4451600,-169,-1374.0
4461604,-169,-1381.0
4471608,-169,-1389.0
4481612,-169,-1397.0
4491612,-169,-1404.0
4501616,-169,-1412.0
4511620,-169,-1419.0
4521624,-169,-1427.0
4531624,-169,-1435.0
4541628,-169,-1442.0
4551632,-169,-1450.0
4561636,-169,-1457.0
4571640,-169,-1465.0
4581640,-169,-1472.0
4591644,-169,-1480.0
4601648,-169,-1488.0
4611652,-169,-1495.0
4621652,-169,-1503.0
4631656,-169,-1510.0
4641660,-169,-1518.0
4651664,-169,-1526.0
4661664,-169,-1533.0
4671668,-169,-1541.0
4681672,-169,-1548.0
4691676,-169,-1556.0
4701680,-169,-1564.0
4711680,-169,-1571.0
4721684,-169,-1579.0
4731688,-169,-1586.0
4741692,-169,-1594.0
4751692,-169,-1601.0
4761696,-169,-1609.0
4771700,-169,-1617.0
4781704,-169,-1624.0
4791704,-169,-1632.0
4801708,-169,-1639.0
4811712,-169,-1647.0
4821716,-169,-1655.0
4831724,-169,-1662.0
4841732,-169,-1670.0
4851736,-169,-1677.0
4861740,-169,-1685.0
4871748,-169,-1693.0
4881756,-169,-1700.0
4891760,-169,-1708.0
4901764,-127,-1715.0
4911772,-127,-1722.0
4921772,-127,-1729.0
4931776,-127,-1735.0
4941780,-127,-1741.0
4951788,-127,-1747.0
4961792,-127,-1753.0
4971792,-127,-1759.0
4981796,-127,-1765.0
4991804,-127,-1771.0
5001812,-127,-1776.0
5011812,-127,-1782.0
5021816,-127,-1788.0
5031824,-127,-1793.0
5041828,-127,-1799.0
5051828,-127,-1805.0
5061828,-127,-1810.0
5071832,-127,-1816.0
5081832,-127,-1822.0
5091836,-127,-1827.0
5101836,-127,-1833.0
5111836,-127,-1839.0
5121844,-127,-1845.0
5131848,-127,-1850.0
5141856,-127,-1856.0
5151860,-127,-1862.0
5161868,-127,-1867.0
5171872,-127,-1873.0
5181872,-127,-1879.0
5191880,-127,-1884.0
5201884,-127,-1890.0
5211888,-127,-1896.0
5221888,-127,-1901.0
5231888,-127,-1907.0
5241896,-127,-1913.0
5251900,-127,-1918.0
5261908,-127,-1924.0
5271916,-127,-1930.0
5281924,-127,-1935.0
5291928,-127,-1941.0
5301932,-127,-1947.0
5311932,-127,-1952.0
5321940,-127,-1958.0
5331944,-127,-1964.0
5341948,-127,-1969.0
5351956,-127,-1975.0
5361964,-127,-1981.0
5371968,-127,-1987.0
5381976,-127,-1992.0
5391980,-127,-1998.0
5401980,-127,-2004.0
5411988,-127,-2009.0
5421992,-127,-2015.0
5432000,-127,-2021.0
5442008,-127,-2026.0
5452012,-127,-2032.0
5462016,-127,-2038.0
5472024,-127,-2043.0
5482028,-127,-2049.0
5492028,-127,-2055.0
5502032,-127,-2060.0
5512040,-127,-2066.0
5522044,-127,-2072.0
5532044,-127,-2077.0
5542052,-127,-2083.0
5552056,-127,-2089.0
5562060,-127,-2095.0
5572060,-127,-2100.0
5582068,-127,-2106.0
5592072,-127,-2112.0
5602076,141,-2117.0
5612080,141,-2120.0
5622088,141,-2119.0
5632088,141,-2116.0
5642096,141,-2111.0
5652096,141,-2106.0
5662100,141,-2100.0
5672108,141,-2094.0
5682108,141,-2088.0
5692116,141,-2081.0
5702124,141,-2075.0
5712128,141,-2069.0
5722128,141,-2063.0
5732128,141,-2056.0
5742128,141,-2050.0
5752132,141,-2044.0
5762140,141,-2037.0
5772148,141,-2031.0
5782156,141,-2024.0
5792160,141,-2018.0
5802160,141,-2012.0
5812168,141,-2005.0
5822176,141,-1999.0
5832176,141,-1993.0
5842176,141,-1986.0
5852176,141,-1980.0
5862184,141,-1973.0
5872184,141,-1967.0
5882188,141,-1961.0
5892196,141,-1954.0
5902196,141,-1948.0
5912204,141,-1941.0
5922208,141,-1935.0
5932208,141,-1929.0
5942216,141,-1922.0
5952224,141,-1916.0
5962224,141,-1910.0
5972228,141,-1903.0
5982228,141,-1897.0
5992236,141,-1890.0
6002236,141,-1884.0
6012240,141,-1878.0
6022248,141,-1871.0
6032248,141,-1865.0
6042256,141,-1858.0
6052260,141,-1852.0
6062260,141,-1846.0
6072268,141,-1839.0
6082268,141,-1833.0
6092268,141,-1827.0
6102272,141,-1820.0
6112272,141,-1814.0
6122280,141,-1807.0
6132280,141,-1801.0
6142284,141,-1795.0
6152284,141,-1788.0
6162292,141,-1782.0
6172292,141,-1775.0
6182292,141,-1769.0
6192292,141,-1763.0
6202292,141,-1756.0
6212292,141,-1750.0
6222296,141,-1744.0
6232304,141,-1737.0
6242304,141,-1731.0
6252312,141,-1724.0
6262312,141,-1718.0
6272316,141,-1712.0
6282316,141,-1705.0
6292324,141,-1699.0
6302324,-249,-1693.0
6312328,-249,-1690.0
6322336,-249,-1693.0
6332340,-249,-1700.0
6342348,-249,-1708.0
6352348,-249,-1717.0
6362348,-249,-1727.0
6372352,-249,-1738.0
6382356,-249,-1748.0
6392360,-249,-1759.0
6402360,-249,-1770.0
6412360,-249,-1781.0
6422364,-249,-1792.0
6432364,-249,-1803.0
6442372,-249,-1815.0
6452372,-249,-1826.0
6462376,-249,-1837.0
6472376,-249,-1848.0
6482384,-249,-1859.0
6492388,-249,-1870.0
6502388,-249,-1881.0
6512392,-249,-1893.0
6522396,-249,-1904.0
6532396,-249,-1915.0
6542400,-249,-1926.0
6552400,-249,-1937.0
6562404,-249,-1948.0
6572408,-249,-1960.0
6582412,-249,-1971.0
6592412,-249,-1982.0
6602412,-249,-1993.0
6612420,-249,-2004.0
6622420,-249,-2015.0
6632420,-249,-2027.0
6642424,-249,-2038.0
6652424,-249,-2049.0
6662432,-249,-2060.0
6672432,-249,-2071.0
6682436,-249,-2083.0
6692436,-249,-2094.0
6702440,-249,-2105.0
6712444,-249,-2116.0
6722444,-249,-2127.0
6732448,-249,-2138.0
6742452,-249,-2150.0
6752456,-249,-2161.0
6762456,-249,-2172.0
6772460,-249,-2183.0
6782464,-249,-2194.0
6792468,-249,-2205.0
6802472,-249,-2217.0
6812472,-249,-2228.0
6822476,-249,-2239.0
6832484,-249,-2250.0
6842484,-249,-2261.0
6852488,-249,-2273.0
6862488,-249,-2284.0
6872496,-249,-2295.0
6882496,-249,-2306.0
6892500,-249,-2317.0
6902504,-249,-2328.0
6912504,-249,-2340.0
6922508,-249,-2351.0
6932512,-249,-2362.0
6942516,-249,-2373.0
6952520,-249,-2384.0
6962528,-249,-2395.0
6972532,-249,-2407.0
6982532,-249,-2418.0
6992536,-249,-2429.0
7002544,-164,-2440.0
7012544,-164,-2451.0
7022548,-164,-2460.0
7032556,-164,-2469.0
7042560,-164,-2477.0
7052568,-164,-2485.0
7062572,-164,-2492.0
7072580,-164,-2500.0
7082584,-164,-2507.0
7092584,-164,-2515.0
7102588,-164,-2522.0
7112592,-164,-2530.0
7122600,-164,-2537.0
7132600,-164,-2545.0
7142604,-164,-2552.0
7152612,-164,-2559.0
7162620,-164,-2567.0
7172624,-164,-2574.0
7182624,-164,-2581.0
7192628,-164,-2589.0
7202632,-164,-2596.0
7212640,-164,-2603.0
7222644,-164,-2611.0
7232652,-164,-2618.0
7242652,-164,-2626.0
7252656,-164,-2633.0
7262656,-164,-2640.0
7272660,-164,-2648.0
7282664,-164,-2655.0
7292668,-164,-2662.0
7302672,-164,-2670.0
7312672,-164,-2677.0
7322676,-164,-2684.0
7332680,-164,-2692.0
7342688,-164,-2699.0
7352688,-164,-2706.0
7362692,-164,-2714.0
7372696,-164,-2721.0
7382704,-164,-2729.0
7392704,-164,-2736.0
7402708,-164,-2743.0
7412712,-164,-2751.0
7422720,-164,-2758.0
7432724,-164,-2765.0
7442724,-164,-2773.0
7452728,-164,-2780.0
7462744,-164,-2788.0
7472748,-164,-2795.0
7482748,-164,-2802.0
7492756,-164,-2810.0
7502760,-164,-2817.0
7512768,-164,-2824.0
7522776,-164,-2832.0
7532784,-164,-2839.0
7542788,-164,-2846.0
7552796,-164,-2854.0
7562800,-164,-2861.0
7572800,-164,-2868.0
7582804,-164,-2876.0
7592812,-164,-2883.0
7602816,-164,-2891.0
7612816,-164,-2898.0
7622820,-164,-2905.0
7632824,-164,-2913.0
7642832,-164,-2920.0
7652836,-164,-2927.0
7662836,-164,-2935.0
7672844,-164,-2942.0
7682848,-164,-2949.0
7692852,-164,-2957.0
7702852,-69,-2964.0
7712860,-69,-2970.0
7722864,-69,-2975.0
7732872,-69,-2980.0
7742876,-69,-2983.0
7752884,-69,-2987.0
7762892,-69,-2990.0
7772900,-69,-2993.0
7782900,-69,-2996.0
7792900,-69,-2999.0
7802900,-69,-3002.0
7812908,-69,-3005.0
7822916,-69,-3008.0
7832920,-69,-3011.0
7842920,-69,-3015.0
7852928,-69,-3018.0
7862928,-69,-3021.0
7872932,-69,-3024.0
7882940,-69,-3027.0
7892948,-69,-3030.0
7902948,-69,-3033.0
7912956,-69,-3036.0
7922960,-69,-3039.0
7932960,-69,-3042.0
7942968,-69,-3045.0
7952968,-69,-3048.0
7962968,-69,-3051.0
7972968,-69,-3054.0
7982976,-69,-3057.0
7992976,-69,-3060.0
8002976,-69,-3063.0
8012976,-69,-3066.0
8022980,-69,-3069.0
8032980,-69,-3072.0
8042988,-69,-3076.0
8052988,-69,-3079.0
8062988,-69,-3082.0
8072988,-69,-3085.0
8082996,-69,-3088.0
8092996,-69,-3091.0
8102996,-69,-3094.0
8113004,-69,-3097.0
8123004,-69,-3100.0
8133004,-69,-3103.0
8143004,-69,-3106.0
8153004,-69,-3109.0
8163004,-69,-3112.0
8173008,-69,-3115.0
8183016,-69,-3118.0
8193016,-69,-3121.0
8203024,-69,-3124.0
8213028,-69,-3127.0
8223032,-69,-3130.0
8233040,-69,-3133.0
8243044,-69,-3137.0
8253044,-69,-3140.0
8263044,-69,-3143.0
8273044,-69,-3146.0
8283052,-69,-3149.0
8293060,-69,-3152.0
8303064,-69,-3155.0
8313072,-69,-3158.0
8323072,-69,-3161.0
8333080,-69,-3164.0
8343088,-69,-3167.0
8353088,-69,-3170.0
8363088,-69,-3173.0
8373096,-69,-3176.0
8383104,-69,-3179.0
8393108,-69,-3182.0
8403108,-180,-3185.0
8413116,-180,-3190.0
8423120,-180,-3196.0
8433128,-180,-3203.0
8443136,-180,-3210.0
8453140,-180,-3217.0
8463144,-180,-3225.0
8473148,-180,-3233.0
8483148,-180,-3241.0
8493152,-180,-3249.0
8503156,-180,-3257.0
8513160,-180,-3265.0
8523160,-180,-3273.0
8533164,-180,-3281.0
8543164,-180,-3289.0
8553172,-180,-3297.0
8563176,-180,-3306.0
8573184,-180,-3314.0
8583188,-180,-3322.0
8593192,-180,-3330.0
8603200,-180,-3338.0
8613208,-180,-3346.0
8623212,-180,-3354.0
8633216,-180,-3362.0
8643220,-180,-3370.0
8653220,-180,-3378.0
8663220,-180,-3386.0
8673228,-180,-3394.0
8683232,-180,-3403.0
8693236,-180,-3411.0
8703236,-180,-3419.0
8713240,-180,-3427.0
8723244,-180,-3435.0
8733248,-180,-3443.0
8743248,-180,-3451.0
8753252,-180,-3459.0
8763260,-180,-3467.0
8773264,-180,-3475.0
8783264,-180,-3483.0
8793268,-180,-3491.0
8803276,-180,-3500.0
8813280,-180,-3508.0
8823284,-180,-3516.0
8833284,-180,-3524.0
8843288,-180,-3532.0
8853292,-180,-3540.0
8863296,-180,-3548.0
8873296,-180,-3556.0
8883300,-180,-3564.0
8893304,-180,-3572.0
8903312,-180,-3580.0
8913312,-180,-3588.0
8923328,-180,-3597.0
8933332,-180,-3605.0
8943336,-180,-3613.0
8953344,-180,-3621.0
8963344,-180,-3629.0
8973348,-180,-3637.0
8983356,-180,-3645.0
8993360,-180,-3653.0
9003360,-180,-3661.0
9013364,-180,-3669.0
9023368,-180,-3677.0
9033376,-180,-3685.0
9043384,-180,-3694.0
9053388,-180,-3702.0
9063392,-180,-3710.0
9073400,-180,-3718.0
9083404,-180,-3726.0
9093404,-180,-3734.0
9103412,-238,-3742.0
9113416,-238,-3751.0
9123424,-238,-3760.0
9133432,-238,-3770.0
9143440,-238,-3780.0
9153444,-238,-3791.0
9163448,-238,-3801.0
9173448,-238,-3812.0
9183452,-238,-3822.0
9193456,-238,-3833.0
9203464,-238,-3844.0
9213468,-238,-3854.0
9223476,-238,-3865.0
9233476,-238,-3876.0
9243480,-238,-3886.0
9253484,-238,-3897.0
9263484,-238,-3908.0
9273488,-238,-3918.0
9283492,-238,-3929.0
9293496,-238,-3940.0
9303504,-238,-3950.0
9313508,-238,-3961.0
9323512,-238,-3972.0
9333516,-238,-3983.0
9343520,-238,-3993.0
9353520,-238,-4004.0
9363524,-238,-4015.0
9373528,-238,-4025.0
9383532,-238,-4036.0
9393540,-238,-4047.0
9403544,-238,-4057.0
9413548,-238,-4068.0
9423556,-238,-4079.0
9433564,-238,-4090.0
9443568,-238,-4100.0
9453572,-238,-4111.0
9463576,-238,-4122.0
9473580,-238,-4132.0
9483580,-238,-4143.0
9493584,-238,-4154.0
9503588,-238,-4164.0
9513592,-238,-4175.0
9523592,-238,-4186.0
9533608,-238,-4197.0
9543612,-238,-4207.0
9553616,-238,-4218.0
9563628,-238,-4229.0
9573628,-238,-4239.0
9583636,-238,-4250.0
9593640,-238,-4261.0
9603644,-238,-4271.0
9613644,-238,-4282.0
9623644,-238,-4293.0
9633652,-238,-4303.0
9643656,-238,-4314.0
9653664,-238,-4325.0
9663668,-238,-4336.0
9673672,-238,-4346.0
9683676,-238,-4357.0
9693680,-238,-4368.0
9703680,-238,-4378.0
9713684,-238,-4389.0
9723688,-238,-4400.0
9733692,-238,-4410.0
9743692,-238,-4421.0
9753696,-238,-4432.0
9763700,-238,-4442.0
9773704,-238,-4453.0
9783712,-238,-4464.0
9793716,-238,-4475.0
9803720,107,-4485.0
9813724,107,-4491.0
9823728,107,-4493.0
9833736,107,-4492.0
9843736,107,-4489.0
9853736,107,-4485.0
9863736,107,-4481.0
9873740,107,-4477.0
9883744,107,-4472.0
9893744,107,-4468.0
9903744,107,-4463.0
9913752,107,-4458.0
9923752,107,-4453.0
9933752,107,-4449.0
9943752,107,-4444.0
9953764,107,-4439.0
9963768,107,-4434.0
9973768,107,-4429.0
9983772,107,-4425.0
9993772,107,-4420.0
10003780,107,-4415.0
10013780,107,-4410.0
10023780,107,-4405.0
10033780,107,-4401.0
10043784,107,-4396.0
10053784,107,-4391.0
10063788,107,-4386.0
10073788,107,-4381.0
10083792,107,-4376.0
10093796,107,-4372.0
10103796,107,-4367.0
10113796,107,-4362.0
10123796,107,-4357.0
10133804,107,-4352.0
10143804,107,-4347.0
10153808,107,-4343.0
10163808,107,-4338.0
10173812,107,-4333.0
10183812,107,-4328.0
10193812,107,-4323.0
10203816,107,-4319.0
10213820,107,-4314.0
10223824,107,-4309.0
10233828,107,-4304.0
10243828,107,-4299.0
10253828,107,-4294.0
10263828,107,-4289.0
10273828,107,-4285.0
10283828,107,-4280.0
10293828,107,-4275.0
10303832,107,-4270.0
10313832,107,-4265.0
10323832,107,-4261.0
10333832,107,-4256.0
10343836,107,-4251.0
10353836,107,-4246.0
10363836,107,-4241.0
10373836,107,-4236.0
10383848,107,-4232.0
10393852,107,-4227.0
10403852,107,-4222.0
10413852,107,-4217.0
10423852,107,-4212.0
10433856,107,-4207.0
10443856,107,-4203.0
10453856,107,-4198.0
10463856,107,-4193.0
10473860,107,-4188.0
10483860,107,-4183.0
10493860,107,-4178.0
10503860,117,-4174.0
10513860,117,-4169.0
10523860,117,-4164.0
10533860,117,-4158.0
10543860,117,-4153.0
10553860,117,-4148.0
10563864,117,-4143.0
10573872,117,-4137.0
10583872,117,-4132.0
10593872,117,-4127.0
10603876,117,-4122.0
10613884,117,-4116.0
10623884,117,-4111.0
10633884,117,-4106.0
10643888,117,-4100.0
10653888,117,-4095.0
10663896,117,-4090.0
10673896,117,-4085.0
10683904,117,-4079.0
10693908,117,-4074.0
10703908,117,-4069.0
10713908,117,-4064.0
10723908,117,-4058.0
10733912,117,-4053.0
10743912,117,-4048.0
10753912,117,-4042.0
10763920,117,-4037.0
10773924,117,-4032.0
10783924,117,-4027.0
10793932,117,-4021.0
10803932,117,-4016.0
10813932,117,-4011.0
10823932,117,-4005.0
10833932,117,-4000.0
10843932,117,-3995.0
10853932,117,-3990.0
10863936,117,-3984.0
10873940,117,-3979.0
10883940,117,-3974.0
10893948,117,-3968.0
10903952,117,-3963.0
10913952,117,-3958.0
10923952,117,-3953.0
10933952,117,-3947.0
10943956,117,-3942.0
10953960,117,-3937.0
10963960,117,-3931.0
10973960,117,-3926.0
10983960,117,-3921.0
10993964,117,-3916.0
11003964,117,-3910.0
11013968,117,-3905.0
11023968,117,-3900.0
11033972,117,-3894.0
11043972,117,-3889.0
11053972,117,-3884.0
11063972,117,-3879.0
11073976,117,-3873.0
11083980,117,-3868.0
11093980,117,-3863.0
11103980,117,-3857.0
11113980,117,-3852.0
11123984,117,-3847.0
11133988,117,-3842.0
11143988,117,-3836.0
11153988,117,-3831.0
11163992,117,-3826.0
11173996,117,-3820.0
11183996,117,-3815.0
11194000,117,-3810.0
11204004,100,-3805.0
11214012,100,-3800.0
11224012,100,-3795.0
11234012,100,-3790.0
11244012,100,-3785.0
11254016,100,-3781.0
11264016,100,-3776.0
11274016,100,-3772.0
11284016,100,-3767.0
11294020,100,-3763.0
11304020,100,-3759.0
11314020,100,-3754.0
11324020,100,-3750.0
11334028,100,-3745.0
11344028,100,-3741.0
11354028,100,-3736.0
11364028,100,-3732.0
11374032,100,-3727.0
11384036,100,-3723.0
11394036,100,-3718.0
11404036,100,-3714.0
11414036,100,-3709.0
11424040,100,-3705.0
11434040,100,-3700.0
11444044,100,-3696.0
11454044,100,-3691.0
11464048,100,-3687.0
11474048,100,-3682.0
11484048,100,-3678.0
11494048,100,-3673.0
11504056,100,-3669.0
11514056,100,-3664.0
11524056,100,-3660.0
11534056,100,-3656.0
11544056,100,-3651.0
11554064,100,-3647.0
11564072,100,-3642.0
11574072,100,-3638.0
11584072,100,-3633.0
11594076,100,-3629.0
