time_us,pwm,pos
112104784,165,-5994.0
112204788,165,-5919.0
112304796,165,-5845.0
112404804,165,-5770.0
112504804,165,-5695.0
112604812,165,-5620.0
112704820,223,-5546.0
112804824,223,-5450.0
112904824,223,-5348.0
113004824,223,-5247.0
113104824,223,-5146.0
113204828,223,-5044.0
113304836,223,-4943.0
113404840,-75,-4842.0
113504848,-75,-4854.0
113604848,-75,-4887.0
113704856,-75,-4921.0
113804864,-75,-4954.0
113904864,-75,-4987.0
114004864,-75,-5020.0
114104872,172,-5053.0
114204880,172,-4994.0
114304880,172,-4916.0
114404884,172,-4838.0
114504888,172,-4760.0
114604892,172,-4682.0
114704892,172,-4604.0
114804896,-245,-4526.0
114904904,-245,-4604.0
115004904,-245,-4714.0
115104904,-245,-4824.0
115204908,-245,-4933.0
115304908,-245,-5043.0
115404916,-245,-5153.0
115504916,147,-5263.0
115604916,147,-5224.0
115704920,147,-5158.0
115804920,147,-5091.0
115904920,147,-5025.0
116004924,147,-4958.0
116104924,147,-4891.0
116204924,201,-4825.0
116304932,201,-4739.0
116404932,201,-4648.0
116504944,201,-4557.0
116604952,201,-4465.0
116704952,201,-4374.0
116804960,201,-4283.0
116904968,95,-4192.0
117004968,95,-4140.0
117104968,95,-4097.0
117204976,95,-4055.0
117304984,95,-4012.0
117404984,95,-3969.0
117504992,95,-3926.0
117604992,199,-3884.0
117704992,199,-3802.0
117804996,199,-3712.0
117905000,199,-3623.0
118005008,199,-3533.0
118105008,199,-3444.0
118205012,199,-3354.0
118305020,197,-3265.0
118405020,197,-3175.0
118505024,197,-3086.0
118605032,197,-2996.0
118705032,197,-2907.0
118805036,197,-2817.0
118905040,197,-2728.0
119005040,193,-2638.0
119105044,193,-2549.0
119205048,193,-2459.0
119305052,193,-2370.0
119405052,193,-2280.0
119505060,193,-2191.0
119605064,193,-2101.0
119705064,181,-2012.0
119805064,181,-1928.0
119905064,181,-1845.0
120005064,181,-1763.0
120105064,181,-1681.0
120205072,181,-1599.0
120305072,181,-1517.0
120405076,77,-1434.0
120505084,77,-1391.0
120605088,77,-1357.0
120705088,77,-1322.0
120805092,77,-1288.0
120905096,77,-1253.0
121005096,77,-1219.0
121105100,-157,-1184.0
121205108,-157,-1239.0
121305108,-157,-1309.0
121405116,-157,-1379.0
121505116,-157,-1450.0
121605124,-157,-1520.0
121705128,-157,-1590.0
121805128,-252,-1661.0
121905144,-252,-1766.0
122005144,-252,-1878.0
122105152,-252,-1991.0
122205152,-252,-2105.0
122305152,-252,-2218.0
122405160,-252,-2331.0
122505160,89,-2443.0
122605168,89,-2427.0
122705172,89,-2387.0
122805176,89,-2348.0
122905176,89,-2308.0
123005180,89,-2268.0
123105180,89,-2228.0
123205180,98,-2188.0
123305184,98,-2145.0
123405188,98,-2100.0
123505192,98,-2056.0
123605196,98,-2011.0
123705200,98,-1966.0
123805204,98,-1921.0
123905204,120,-1877.0
124005204,120,-1824.0
124105204,120,-1770.0
124205208,120,-1715.0
124305208,120,-1661.0
124405208,120,-1607.0
124505212,120,-1553.0
124605216,122,-1499.0
124705216,122,-1444.0
124805220,122,-1389.0
124905228,122,-1334.0
125005228,122,-1279.0
125105228,122,-1223.0
125205228,122,-1168.0
125305228,159,-1113.0
125405232,159,-1044.0
125505240,159,-972.0
125605248,159,-901.0
125705248,159,-829.0
125805252,159,-757.0
125905260,159,-686.0
126005264,-109,-614.0
126105268,-109,-645.0
126205268,-109,-694.0
126305276,-109,-742.0
126405276,-109,-791.0
126505276,-109,-840.0
126605284,-109,-889.0
126705292,-192,-938.0
126805296,-192,-1017.0
126905304,-192,-1103.0
127005312,-192,-1189.0
127105312,-192,-1275.0
127205320,-192,-1361.0
127305324,-192,-1447.0
127405324,-112,-1533.0
127505328,-112,-1589.0
127605336,-112,-1639.0
127705336,-112,-1689.0
127805336,-112,-1739.0
127905344,-112,-1789.0
128005344,-112,-1839.0
128105348,-109,-1889.0
128205356,-109,-1938.0
128305364,-109,-1987.0
128405368,-109,-2036.0
128505376,-109,-2085.0
128605376,-109,-2133.0
128705376,-109,-2182.0
128805380,77,-2231.0
128905384,77,-2208.0
129005388,77,-2174.0
129105392,77,-2139.0
129205392,77,-2105.0
129305396,77,-2070.0
129405400,77,-2036.0
129505400,-187,-2002.0
129605408,-187,-2067.0
129705412,-187,-2150.0
129805416,-187,-2234.0
129905420,-187,-2318.0
130005420,-187,-2402.0
130105420,-187,-2486.0
130205428,-100,-2570.0
130305436,-100,-2621.0
130405440,-100,-2666.0
130505440,-100,-2711.0
130605440,-100,-2756.0
130705444,-100,-2800.0
130805444,-100,-2845.0
130905456,-192,-2890.0
131005460,-192,-2969.0
131105468,-192,-3055.0
131205484,-192,-3141.0
131305492,-192,-3227.0
131405496,-192,-3313.0
131505504,-192,-3399.0
131605508,-146,-3485.0
131705512,-146,-3554.0
131805516,-146,-3620.0
131905516,-146,-3685.0
132005524,-146,-3750.0
132105524,-146,-3816.0
132205524,-146,-3881.0
132305532,180,-3946.0
132405540,180,-3888.0
132505548,180,-3806.0
132605556,180,-3724.0
132705560,180,-3643.0
132805560,180,-3561.0
132905568,180,-3479.0
133005572,222,-3397.0
133105576,222,-3300.0
133205580,222,-3199.0
133305580,222,-3098.0
133405584,222,-2997.0
133505584,222,-2896.0
133605584,222,-2795.0
133705584,71,-2694.0
133805584,71,-2649.0
133905584,71,-2618.0
134005592,71,-2586.0
134105600,71,-2554.0
134205600,71,-2523.0
134305608,71,-2491.0
134405608,-123,-2460.0
134505608,-123,-2502.0
134605608,-123,-2557.0
134705612,-123,-2612.0
134805616,-123,-2667.0
134905620,-123,-2722.0
135005620,-123,-2777.0
135105628,185,-2832.0
135205628,185,-2771.0
135305636,185,-2687.0
135405636,185,-2603.0
135505644,185,-2519.0
135605652,185,-2435.0
135705652,185,-2350.0
135805652,-196,-2267.0
135905656,-196,-2327.0
136005656,-196,-2414.0
136105660,-196,-2502.0
136205660,-196,-2590.0
136305660,-196,-2679.0
136405668,-196,-2767.0
136505676,149,-2854.0
136605676,149,-2811.0
136705676,149,-2744.0
136805676,149,-2676.0
136905676,149,-2609.0
137005676,149,-2541.0
137105680,149,-2474.0
137205680,120,-2406.0
137305680,120,-2350.0
137405680,120,-2295.0
137505680,120,-2241.0
137605680,120,-2187.0
137705684,120,-2133.0
137805684,120,-2079.0
137905700,148,-2024.0
138005704,148,-1960.0
138105704,148,-1893.0
138205704,148,-1825.0
138305708,148,-1758.0
138405708,148,-1691.0
138505716,148,-1624.0
138605720,-111,-1557.0
138705724,-111,-1589.0
138805732,-111,-1639.0
138905732,-111,-1688.0
139005740,-111,-1738.0
139105740,-111,-1787.0
139205740,-111,-1837.0
139305740,-87,-1886.0
139405740,-87,-1926.0
139505740,-87,-1965.0
139605744,-87,-2003.0
139705748,-87,-2042.0
139805756,-87,-2080.0
139905760,-87,-2118.0
140005764,81,-2156.0
140105768,81,-2131.0
140205772,81,-2096.0
140305776,81,-2060.0
140405780,81,-2024.0
140505784,81,-1988.0
140605788,81,-1952.0
140705792,-149,-1917.0
140805800,-149,-1967.0
140905800,-149,-2034.0
141005804,-149,-2101.0
141105812,-149,-2167.0
141205812,-149,-2234.0
141305812,-149,-2301.0
141405816,-223,-2367.0
141505820,-223,-2461.0
141605820,-223,-2561.0
141705824,-223,-2661.0
141805828,-223,-2761.0
141905832,-223,-2861.0
142005832,-223,-2961.0
142105832,88,-3061.0
142205832,88,-3041.0
142305832,88,-3002.0
142405836,88,-2962.0
142505836,88,-2923.0
142605836,88,-2883.0
142705840,88,-2844.0
142805844,-203,-2804.0
142905848,-203,-2875.0
143005848,-203,-2964.0
143105848,-203,-3055.0
143205852,-203,-3146.0
143305852,-203,-3237.0
143405856,-203,-3328.0
143505860,210,-3418.0
143605864,210,-3353.0
143705864,210,-3258.0
143805868,210,-3162.0
143905872,210,-3067.0
144005880,210,-2971.0
144105888,210,-2876.0
144205892,80,-2780.0
144305896,80,-2734.0
144405896,80,-2698.0
144505904,80,-2663.0
144605904,80,-2627.0
144705908,80,-2591.0
144805912,80,-2555.0
144905916,-149,-2520.0
145005916,-149,-2571.0
145105924,-149,-2637.0
145205932,-149,-2704.0
145305932,-149,-2771.0
145405932,-149,-2837.0
145505932,-149,-2904.0
145605936,240,-2970.0
145705944,240,-2891.0
145805952,240,-2782.0
145905952,240,-2673.0
146005952,240,-2563.0
146105956,240,-2454.0
146205960,240,-2345.0
146305960,-130,-2236.0
146405960,-130,-2268.0
146505968,-130,-2326.0
146605968,-130,-2384.0
146705972,-130,-2442.0
146805980,-130,-2500.0
146905980,-130,-2558.0
147005984,-219,-2617.0
147105984,-219,-2707.0
147205992,-219,-2806.0
147306000,-219,-2904.0
147406004,-219,-3002.0
147506012,-219,-3100.0
147606012,-219,-3198.0
147706012,60,-3296.0
147806016,60,-3286.0
147906016,60,-3260.0
148006024,60,-3233.0
148106024,60,-3207.0
148206024,60,-3180.0
148306028,60,-3153.0
148406028,218,-3126.0
148506036,218,-3040.0
148606044,218,-2941.0
148706048,218,-2842.0
148806052,218,-2743.0
148906060,218,-2643.0
149006064,218,-2544.0
149106068,-131,-2445.0
149206072,-131,-2479.0
149306076,-131,-2537.0
149406076,-131,-2596.0
149506084,-131,-2654.0
149606084,-131,-2713.0
149706096,-131,-2772.0
149806104,-123,-2830.0
149906104,-123,-2886.0
150006104,-123,-2941.0
150106108,-123,-2996.0
150206108,-123,-3051.0
150306108,-123,-3106.0
150406112,-123,-3160.0
150506120,165,-3215.0
150606120,165,-3160.0
150706128,165,-3085.0
150806132,165,-3010.0
150906132,165,-2936.0
151006136,165,-2861.0
151106140,165,-2786.0
151206140,-71,-2712.0
151306144,-71,-2729.0
151406144,-71,-2761.0
151506148,-71,-2792.0
151606148,-71,-2823.0
151706148,-71,-2855.0
151806152,-71,-2886.0
151906160,78,-2917.0
152006164,78,-2892.0
152106164,78,-2857.0
152206168,78,-2822.0
152306172,78,-2787.0
152406172,78,-2752.0
152506176,78,-2718.0
152606180,93,-2683.0
152706184,93,-2642.0
152806184,93,-2600.0
152906184,93,-2559.0
153006188,93,-2517.0
153106196,93,-2475.0
153206208,93,-2433.0
153306216,-95,-2392.0
153406224,-95,-2423.0
153506228,-95,-2465.0
153606228,-95,-2507.0
153706228,-95,-2549.0
153806232,-95,-2591.0
153906236,-95,-2633.0
154006240,184,-2675.0
154106240,184,-2611.0
154206244,184,-2528.0
154306252,184,-2444.0
154406252,184,-2361.0
154506256,184,-2277.0
154606264,184,-2194.0
154706268,-96,-2111.0
154806276,-96,-2137.0
154906276,-96,-2179.0
155006284,-96,-2222.0
155106284,-96,-2265.0
155206288,-96,-2308.0
155306288,-96,-2350.0
155406292,-136,-2393.0
155506296,-136,-2451.0
155606304,-136,-2511.0
155706308,-136,-2570.0
155806308,-136,-2630.0
155906316,-136,-2690.0
156006316,-136,-2749.0
156106324,-177,-2809.0
156206328,-177,-2885.0
156306328,-177,-2964.0
156406332,-177,-3043.0
156506336,-177,-3123.0
156606336,-177,-3202.0
156706340,-177,-3281.0
156806344,-87,-3361.0
156906344,-87,-3406.0
157006348,-87,-3445.0
157106348,-87,-3483.0
157206356,-87,-3522.0
157306360,-87,-3560.0
157406360,-87,-3598.0
157506364,239,-3636.0
157606372,239,-3553.0
157706372,239,-3444.0
157806380,239,-3335.0
157906380,239,-3227.0
158006380,239,-3118.0
158106380,239,-3009.0
158206388,-235,-2901.0
158306392,-235,-2972.0
158406400,-235,-3078.0
158506404,-235,-3183.0
158606404,-235,-3289.0
158706408,-235,-3394.0
158806416,-235,-3500.0
158906416,-174,-3606.0
159006420,-174,-3689.0
159106424,-174,-3768.0
159206428,-174,-3846.0
159306428,-174,-3924.0
159406440,-174,-4002.0
159506444,-174,-4080.0
159606448,247,-4158.0
159706452,247,-4076.0
159806456,247,-3964.0
159906464,247,-3851.0
160006464,247,-3739.0
160106464,247,-3626.0
160206472,247,-3514.0
160306480,-74,-3402.0
160406480,-74,-3414.0
160506488,-74,-3447.0
160606488,-74,-3480.0
160706496,-74,-3512.0
160806504,-74,-3545.0
160906504,-74,-3577.0
161006504,-186,-3610.0
161106504,-186,-3685.0
161206508,-186,-3768.0
161306516,-186,-3851.0
161406524,-186,-3935.0
161506524,-186,-4018.0
161606532,-186,-4102.0
161706532,175,-4185.0
161806532,175,-4130.0
161906532,175,-4051.0
162006532,175,-3971.0
162106532,175,-3891.0
162206536,175,-3812.0
162306536,175,-3732.0
162406540,-117,-3653.0
162506544,-117,-3687.0
162606552,-117,-3739.0
162706552,-117,-3792.0
162806560,-117,-3844.0
162906564,-117,-3896.0
163006564,-117,-3948.0
163106572,-117,-4000.0
163206576,-117,-4053.0
163306576,-117,-4105.0
163406584,-117,-4157.0
163506588,-117,-4209.0
163606588,-117,-4261.0
163706596,-117,-4313.0
163806604,105,-4365.0
163906604,105,-4332.0
164006604,105,-4285.0
164106608,105,-4238.0
164206616,105,-4190.0
164306620,105,-4143.0
164406620,105,-4096.0
164506624,99,-4049.0
164606628,99,-4003.0
164706628,99,-3959.0
164806632,99,-3914.0
164906640,99,-3869.0
165006648,99,-3824.0
165106648,99,-3780.0
165206652,-146,-3735.0
165306656,-146,-3786.0
165406656,-146,-3851.0
165506664,-146,-3916.0
165606668,-146,-3982.0
165706676,-146,-4047.0
165806684,-146,-4112.0
165906688,168,-4177.0
166006692,168,-4123.0
166106696,168,-4047.0
166206700,168,-3970.0
166306704,168,-3894.0
166406708,168,-3818.0
166506712,168,-3741.0
166606716,107,-3665.0
166706724,107,-3612.0
166806724,107,-3564.0
166906728,107,-3516.0
167006728,107,-3468.0
167106728,107,-3419.0
167206732,107,-3371.0
167306736,-227,-3324.0
167406740,-227,-3402.0
167506744,-227,-3503.0
167606744,-227,-3605.0
167706744,-227,-3707.0
167806748,-227,-3809.0
167906756,-227,-3910.0
168006756,-146,-4012.0
168106756,-146,-4084.0
168206764,-146,-4150.0
168306764,-146,-4215.0
168406764,-146,-4280.0
168506768,-146,-4346.0
168606772,-146,-4411.0
168706772,213,-4476.0
168806776,213,-4404.0
168906776,213,-4307.0
169006780,213,-4210.0
169106780,213,-4113.0
169206784,213,-4016.0
169306792,213,-3919.0
169406792,238,-3823.0
169506792,238,-3717.0
169606800,238,-3608.0
169706800,238,-3500.0
169806800,238,-3392.0
169906804,238,-3283.0
170006808,238,-3175.0
170106808,-152,-3068.0
170206816,-152,-3110.0
170306816,-152,-3178.0
170406816,-152,-3246.0
170506820,-152,-3314.0
170606820,-152,-3382.0
170706824,-152,-3450.0
170806832,-120,-3518.0
170906836,-120,-3574.0
171006840,-120,-3628.0
171106848,-120,-3682.0
171206856,-120,-3735.0
171306860,-120,-3789.0
171406864,-120,-3843.0
171506864,209,-3896.0
171606868,209,-3825.0
171706868,209,-3730.0
171806868,209,-3635.0
171906876,209,-3540.0
172006884,209,-3445.0
172106884,209,-3350.0
172206892,-251,-3256.0
172306900,-251,-3336.0
172406904,-251,-3449.0
172506908,-251,-3561.0
172606908,-251,-3674.0
172706912,-251,-3786.0
172806916,-251,-3899.0
172906924,104,-4011.0
173006932,104,-3988.0
173106936,104,-3941.0
173206944,104,-3894.0
173306944,104,-3847.0
173406948,104,-3801.0
173506956,104,-3754.0
173606956,92,-3707.0
173706964,92,-3665.0
173806972,92,-3624.0
173906976,92,-3582.0
174006984,92,-3541.0
174106992,92,-3500.0
174206996,92,-3458.0
174306996,-165,-3417.0
174407004,-165,-3474.0
174507004,-165,-3548.0
174607008,-165,-3622.0
174707012,-165,-3696.0
174807016,-165,-3770.0
174907032,-165,-3844.0
175007032,-210,-3917.0
175107036,-210,-4008.0
175207036,-210,-4102.0
175307040,-210,-4196.0
175407044,-210,-4290.0
175507044,-210,-4384.0
175607052,-210,-4479.0
175707056,65,-4572.0
175807060,65,-4560.0
175907064,65,-4531.0
176007064,65,-4502.0
176107072,65,-4473.0
176207076,65,-4444.0
176307076,65,-4415.0
176407076,-94,-4386.0
176507080,-94,-4418.0
176607080,-94,-4460.0
176707084,-94,-4501.0
176807092,-94,-4543.0
176907092,-94,-4585.0
177007096,-94,-4626.0
177107104,-199,-4668.0
177207104,-199,-4750.0
177307108,-199,-4839.0
177407116,-199,-4929.0
177507124,-199,-5018.0
177607128,-199,-5108.0
177707128,-199,-5197.0
177807132,-73,-5287.0
177907136,-73,-5328.0
178007140,-73,-5360.0
178107140,-73,-5393.0
178207140,-73,-5426.0
178307140,-73,-5458.0
178407140,-73,-5491.0
178507148,-170,-5523.0
178607148,-170,-5592.0
178707152,-170,-5669.0
178807156,-170,-5745.0
178907164,-170,-5821.0
179007168,-170,-5897.0
179107180,-170,-5974.0
179207180,-98,-6050.0
179307180,-98,-6098.0
179407184,-98,-6142.0
179507184,-98,-6186.0
179607188,-98,-6229.0
179707196,-98,-6273.0
179807200,-98,-6316.0
179907204,-161,-6360.0
180007204,-161,-6427.0
180107208,-161,-6499.0
180207212,-161,-6571.0
180307212,-161,-6642.0
180407216,-161,-6714.0
180507220,-161,-6785.0
180607228,-115,-6857.0
180707232,-115,-6912.0
180807240,-115,-6963.0
180907240,-115,-7014.0
181007244,-115,-7065.0
181107252,-115,-7116.0
181207252,-115,-7167.0
181307268,-227,-7219.0
181407272,-227,-7311.0
181507272,-227,-7413.0
181607280,-227,-7515.0
181707288,-227,-7617.0
181807288,-227,-7719.0
181907296,-227,-7821.0
182007304,96,-7922.0
182107304,96,-7900.0
182207304,96,-7857.0
182307304,96,-7814.0
182407304,96,-7770.0
182507312,96,-7727.0
182607320,96,-7684.0
182707320,83,-7641.0
182807324,83,-7603.0
182907324,83,-7566.0
183007324,83,-7529.0
183107328,83,-7492.0
183207332,83,-7454.0
183307340,83,-7417.0
183407344,-229,-7381.0
183507344,-229,-7463.0
183607352,-229,-7566.0
183707360,-229,-7668.0
183807364,-229,-7771.0
183907368,-229,-7874.0
184007372,-229,-7977.0
184107372,-83,-8079.0
184207376,-83,-8127.0
184307380,-83,-8164.0
184407380,-83,-8200.0
184507384,-83,-8237.0
184607388,-83,-8274.0
184707388,-83,-8311.0
184807392,-108,-8348.0
184907392,-108,-8394.0
185007404,-108,-8443.0
185107412,-108,-8491.0
185207412,-108,-8539.0
185307412,-108,-8587.0
185407412,-108,-8635.0
185507412,178,-8682.0
185607420,178,-8621.0
185707428,178,-8540.0
185807428,178,-8459.0
185907428,178,-8378.0
186007428,178,-8298.0
186107428,178,-8217.0
186207432,146,-8136.0
186307432,146,-8067.0
186407432,146,-8001.0
186507436,146,-7935.0
186607436,146,-7869.0
186707440,146,-7803.0
186807444,146,-7737.0
186907444,192,-7671.0
187007444,192,-7587.0
187107444,192,-7500.0
187207448,192,-7412.0
187307452,192,-7325.0
187407452,192,-7238.0
187507460,192,-7150.0
187607464,169,-7063.0
187707468,169,-6985.0
187807472,169,-6908.0
187907476,169,-6831.0
188007480,169,-6754.0
188107484,169,-6677.0
188207488,169,-6601.0
188307496,-77,-6525.0
188407496,-77,-6544.0
188507508,-77,-6578.0
188607508,-77,-6613.0
188707508,-77,-6647.0
188807512,-77,-6681.0
188907516,-77,-6715.0
189007516,79,-6749.0
189107524,79,-6722.0
189207524,79,-6686.0
189307528,79,-6650.0
189407528,79,-6615.0
189507532,79,-6579.0
189607536,79,-6543.0
189707540,61,-6507.0
189807540,61,-6479.0
189907540,61,-6452.0
190007548,61,-6425.0
190107548,61,-6398.0
190207548,61,-6371.0
190307556,61,-6344.0
190407560,-100,-6317.0
190507568,-100,-6352.0
190607572,-100,-6397.0
190707572,-100,-6442.0
190807576,-100,-6486.0
190907580,-100,-6531.0
191007580,-100,-6576.0
191107580,187,-6620.0
191207584,187,-6553.0
191307584,187,-6468.0
191407592,187,-6383.0
191507596,187,-6298.0
191607596,187,-6213.0
191707604,187,-6128.0
191807608,67,-6043.0
191907612,67,-6005.0
192007612,67,-5975.0
192107612,67,-5945.0
192207612,67,-5915.0
192307620,67,-5885.0
192407624,67,-5856.0
192507632,187,-5825.0
192607636,187,-5749.0
192707640,187,-5664.0
192807644,187,-5579.0
192907652,187,-5494.0
193007652,187,-5409.0
193107652,187,-5324.0
193207660,219,-5239.0
193307660,219,-5142.0
193407668,219,-5043.0
193507668,219,-4943.0
193607672,219,-4843.0
193707680,219,-4744.0
193807688,219,-4644.0
193907696,-131,-4545.0
194007696,-131,-4582.0
194107704,-131,-4640.0
194207708,-131,-4699.0
194307708,-131,-4758.0
194407708,-131,-4817.0
194507708,-131,-4876.0
194607712,160,-4933.0
194707716,160,-4878.0
194807724,160,-4806.0
194907728,160,-4733.0
195007728,160,-4660.0
195107728,160,-4588.0
195207732,160,-4515.0
195307732,94,-4443.0
195407736,94,-4396.0
195507736,94,-4354.0
195607740,94,-4311.0
195707740,94,-4269.0
195807740,94,-4227.0
195907744,94,-4185.0
196007744,-88,-4143.0
196107744,-88,-4172.0
196207752,-88,-4211.0
196307756,-88,-4250.0
196407764,-88,-4289.0
196507772,-88,-4329.0
196607780,-88,-4368.0
196707788,-250,-4407.0
196807788,-250,-4507.0
196907788,-250,-4619.0
197007792,-250,-4731.0
197107800,-250,-4844.0
197207800,-250,-4956.0
197307800,-250,-5068.0
197407808,165,-5179.0
197507808,165,-5132.0
197607808,165,-5057.0
197707808,165,-4982.0
197807812,165,-4907.0
197907820,165,-4832.0
198007828,165,-4757.0
198107832,129,-4682.0
198207836,129,-4621.0
198307844,129,-4561.0
198407848,129,-4501.0
198507848,129,-4442.0
198607856,129,-4382.0
198707860,129,-4322.0
198807860,200,-4262.0
198907864,200,-4177.0
199007868,200,-4086.0
199107872,200,-3995.0
199207876,200,-3904.0
199307876,200,-3813.0
199407880,200,-3722.0
199507884,-61,-3632.0
199607892,-61,-3644.0
199707900,-61,-3670.0
199807904,-61,-3697.0
199907908,-61,-3724.0
200007912,-61,-3751.0
200107916,-61,-3778.0
200207916,117,-3804.0
200307920,117,-3761.0
200407920,117,-3708.0
200507920,117,-3655.0
200607928,117,-3602.0
200707928,117,-3549.0
200807932,117,-3497.0
200907936,144,-3444.0
201007940,144,-3380.0
201107944,144,-3315.0
201207948,144,-3250.0
201307952,144,-3185.0
201407956,144,-3120.0
201507960,144,-3054.0
201607964,203,-2989.0
201707968,203,-2902.0
201807976,203,-2810.0
201907976,203,-2717.0
202007976,203,-2625.0
202107980,203,-2533.0
202207980,203,-2440.0
202307984,179,-2348.0
202407988,179,-2264.0
202507988,179,-2183.0
202607988,179,-2102.0
202707992,179,-2020.0
202807992,179,-1939.0
202907996,179,-1858.0
203008000,-251,-1778.0
203108004,-251,-1863.0
203208012,-251,-1975.0
203308012,-251,-2088.0
203408012,-251,-2201.0
203508016,-251,-2313.0
203608020,-251,-2426.0
203708024,213,-2537.0
203808028,213,-2473.0
203908032,213,-2376.0
204008032,213,-2280.0
204108032,213,-2183.0
204208040,213,-2086.0
204308044,213,-1989.0
204408052,-115,-1893.0
204508056,-115,-1924.0
204608064,-115,-1975.0
204708064,-115,-2026.0
204808072,-115,-2077.0
204908076,-115,-2128.0
205008084,-115,-2180.0
205108088,142,-2230.0
205208088,142,-2181.0
205308096,142,-2116.0
205408100,142,-2052.0
205508100,142,-1988.0
205608108,142,-1923.0
205708108,142,-1859.0
205808112,85,-1795.0
205908112,85,-1753.0
206008112,85,-1714.0
206108116,85,-1676.0
206208120,85,-1638.0
206308120,85,-1600.0
206408120,85,-1562.0
206508124,237,-1523.0
206608132,237,-1427.0
206708140,237,-1319.0
206808144,237,-1211.0
206908152,237,-1103.0
207008152,237,-995.0
207108156,237,-887.0
207208164,-100,-780.0
207308168,-100,-805.0
207408172,-100,-849.0
207508172,-100,-894.0
207608172,-100,-939.0
207708176,-100,-984.0
207808176,-100,-1028.0
207908184,-136,-1073.0
208008184,-136,-1131.0
208108184,-136,-1191.0
208208192,-136,-1250.0
208308192,-136,-1310.0
208408192,-136,-1370.0
208508200,-136,-1430.0
208608200,210,-1488.0
208708204,210,-1415.0
208808208,210,-1320.0
208908216,210,-1224.0
209008224,210,-1129.0
209108224,210,-1033.0
209208232,210,-938.0
209308232,210,-842.0
209408232,210,-746.0
209508232,210,-651.0
209608240,210,-555.0
209708240,210,-460.0
209808240,210,-364.0
209908244,210,-269.0
210008244,-99,-174.0
210108248,-99,-200.0
210208248,-99,-245.0
210308248,-99,-290.0
210408260,-99,-335.0
210508268,-99,-379.0
210608272,-99,-424.0
210708280,-99,-469.0
210808280,-99,-514.0
210908284,-99,-558.0
211008284,-99,-603.0
211108284,-99,-648.0
211208288,-99,-693.0
211308288,-99,-737.0
211408288,-144,-782.0
211508292,-144,-844.0
211608300,-144,-908.0
211708300,-144,-973.0
211808304,-144,-1037.0
211908312,-144,-1101.0
212008312,-144,-1166.0
212108320,209,-1229.0
212208324,209,-1158.0
212308332,209,-1063.0
212408336,209,-968.0
212508344,209,-873.0
212608344,209,-778.0
212708348,209,-682.0
212808356,106,-587.0
212908360,106,-532.0
213008364,106,-484.0
213108368,106,-436.0
213208368,106,-388.0
213308372,106,-340.0
213408376,106,-293.0
213508384,90,-245.0
213608392,90,-203.0
213708392,90,-163.0
213808396,90,-123.0
213908396,90,-82.0
214008396,90,-42.0
214108396,90,-1.0
214208396,216,39.0
214308400,216,128.0
214408400,216,226.0
214508400,216,325.0
214608400,216,423.0
214708404,216,521.0
214808412,216,620.0
214908420,-189,716.0
215008428,-189,656.0
215108436,-189,571.0
215208440,-189,486.0
215308440,-189,401.0
215408448,-189,317.0
215508456,-189,232.0
215608464,86,148.0
215708472,86,171.0
215808476,86,210.0
215908480,86,248.0
216008484,86,287.0
216108488,86,325.0
216208492,86,364.0
216308496,-215,401.0
216408504,-215,324.0
216508512,-215,227.0
216608516,-215,131.0
216708520,-215,34.0
216808528,-215,-62.0
216908536,-215,-159.0
217008536,-133,-255.0
217108540,-133,-321.0
217208540,-133,-380.0
217308540,-133,-440.0
217408544,-133,-500.0
217508548,-133,-559.0
217608560,-133,-619.0
217708564,230,-677.0
217808564,230,-597.0
217908568,230,-492.0
218008576,230,-387.0
218108576,230,-282.0
218208580,230,-178.0
218308580,230,-73.0
218408580,-192,30.0
218508588,-192,-30.0
218608596,-192,-116.0
218708600,-192,-202.0
218808600,-192,-288.0
218908608,-192,-374.0
219008612,-192,-460.0
219108612,-208,-546.0
219208616,-208,-638.0
219308616,-208,-731.0
219408624,-208,-825.0
219508624,-208,-918.0
219608628,-208,-1011.0
219708632,-208,-1105.0
219808636,-171,-1198.0
219908636,-171,-1278.0
220008636,-171,-1355.0
220108636,-171,-1431.0
220208640,-171,-1508.0
220308644,-171,-1585.0
220408648,-171,-1661.0
220508648,216,-1737.0
220608656,216,-1662.0
220708660,216,-1564.0
220808664,216,-1465.0
220908664,216,-1367.0
221008668,216,-1269.0
221108676,216,-1170.0
221208676,-205,-1073.0
221308680,-205,-1137.0
221408684,-205,-1229.0
221508688,-205,-1321.0
221608692,-205,-1413.0
221708692,-205,-1505.0
221808700,-205,-1598.0
221908704,-183,-1689.0
222008712,-183,-1774.0
222108712,-183,-1856.0
222208712,-183,-1938.0
222308720,-183,-2020.0
222408724,-183,-2102.0
222508724,-183,-2185.0
222608728,-195,-2267.0
222708732,-195,-2354.0
222808732,-195,-2441.0
222908732,-195,-2529.0
223008740,-195,-2617.0
223108744,-195,-2704.0
223208744,-195,-2792.0
223308748,-231,-2880.0
223408748,-231,-2981.0
223508748,-231,-3084.0
223608756,-231,-3188.0
223708764,-231,-3292.0
223808764,-231,-3396.0
223908768,-231,-3500.0
224008776,75,-3602.0
224108780,75,-3586.0
224208788,75,-3553.0
224308792,75,-3519.0
224408792,75,-3486.0
224508800,75,-3452.0
224608808,75,-3419.0
224708808,135,-3385.0
224808816,135,-3328.0
224908820,135,-3269.0
225008820,135,-3209.0
225108824,135,-3149.0
225208832,135,-3088.0
